Month	WeekOfMonth	DayOfWeek	Make	AccidentArea	DayOfWeekClaimed	MonthClaimed	WeekOfMonthClaimed	Sex	MaritalStatus	Age	Fault	PolicyType	VehicleCategory	VehiclePrice	FraudFound	PolicyNumber	RepNumber	Deductible	DriverRating	Days:Policy-Accident	Days:Policy-Claim	PastNumberOfClaims	AgeOfVehicle	AgeOfPolicyHolder	PoliceReportFiled	WitnessPresent	AgentType	NumberOfSuppliments	AddressChange-Claim	NumberOfCars	Year	BasePolicy
Aug	2	Tuesday	Chevrolet	Urban	Monday	Aug	3	Male	Married	42	Third Party	Sedan - All Perils	Sedan	"less than 20,000"	No	12447	10	400	1	more than 30	more than 30	none	7 years	36 to 40	No	No	External	3 to 5	no change	1 vehicle	1996	All Perils
Aug	2	Tuesday	Honda	Urban	Wednesday	Aug	2	Female	Married	39	Third Party	Sport - Collision	Sport	"more than 69,000"	No	12448	8	400	3	more than 30	more than 30	1	3 years	36 to 40	No	No	External	none	no change	1 vehicle	1996	Collision
May	3	Friday	Pontiac	Urban	Wednesday	May	4	Female	Single	31	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	12449	8	400	2	more than 30	more than 30	none	5 years	31 to 35	No	No	External	more than 5	no change	1 vehicle	1996	Collision
May	4	Wednesday	Mazda	Urban	Wednesday	May	4	Male	Married	71	Third Party	Sedan - Collision	Sedan	"30,000 to 39,000"	No	12450	7	400	1	more than 30	more than 30	1	more than 7	over 65	No	No	External	none	no change	1 vehicle	1996	Collision
Mar	2	Wednesday	VW	Urban	Thursday	Mar	2	Female	Married	44	Policy Holder	Sedan - Collision	Sedan	"30,000 to 39,000"	No	12451	15	400	2	more than 30	more than 30	none	7 years	36 to 40	No	No	External	more than 5	no change	1 vehicle	1996	Collision
Aug	5	Sunday	Pontiac	Urban	Monday	Aug	5	Male	Single	36	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	12452	13	400	1	more than 30	more than 30	more than 4	7 years	36 to 40	No	No	External	more than 5	no change	1 vehicle	1996	Collision
Sep	1	Sunday	Toyota	Urban	Tuesday	Sep	1	Male	Married	56	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	12453	8	400	3	more than 30	more than 30	more than 4	more than 7	51 to 65	No	No	External	more than 5	no change	1 vehicle	1996	Liability
May	3	Tuesday	Toyota	Urban	Tuesday	May	3	Male	Married	36	Policy Holder	Sedan - All Perils	Sedan	"less than 20,000"	No	12454	11	400	1	more than 30	more than 30	none	more than 7	36 to 40	No	No	External	more than 5	4 to 8 years	2 vehicles	1996	All Perils
Apr	3	Saturday	Honda	Urban	Thursday	Apr	3	Female	Single	30	Third Party	Sedan - Collision	Sedan	"20,000 to 29,000"	No	12455	7	400	3	more than 30	more than 30	2 to 4	5 years	31 to 35	No	No	External	more than 5	no change	1 vehicle	1996	Collision
May	4	Thursday	Honda	Urban	Monday	May	5	Male	Married	47	Policy Holder	Sedan - Collision	Sedan	"30,000 to 39,000"	Yes	12456	3	400	1	more than 30	more than 30	2 to 4	7 years	41 to 50	No	No	External	none	no change	1 vehicle	1996	Collision
Nov	4	Saturday	Honda	Rural	Tuesday	Nov	5	Male	Married	42	Policy Holder	Sedan - Collision	Sedan	"30,000 to 39,000"	No	12457	8	400	4	more than 30	more than 30	2 to 4	7 years	36 to 40	No	No	External	more than 5	no change	1 vehicle	1996	Collision
Nov	3	Monday	Pontiac	Urban	Monday	Nov	3	Male	Married	54	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	12458	16	400	4	more than 30	more than 30	2 to 4	7 years	41 to 50	No	No	External	3 to 5	no change	1 vehicle	1996	Collision
Nov	2	Thursday	Pontiac	Urban	Wednesday	Nov	3	Male	Single	29	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	12459	15	400	4	more than 30	more than 30	none	7 years	31 to 35	No	No	External	none	no change	1 vehicle	1996	Liability
Nov	2	Wednesday	Toyota	Urban	Monday	Nov	3	Male	Single	28	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	12460	11	400	2	more than 30	more than 30	1	6 years	31 to 35	No	No	External	3 to 5	no change	1 vehicle	1996	Liability
Sep	4	Thursday	Pontiac	Urban	Friday	Sep	4	Male	Married	60	Policy Holder	Sport - All Perils	Sport	"20,000 to 29,000"	No	12461	15	400	1	more than 30	more than 30	2 to 4	more than 7	51 to 65	Yes	No	External	1 to 2	no change	1 vehicle	1996	All Perils
Aug	1	Saturday	Honda	Rural	Thursday	Aug	3	Male	Married	28	Policy Holder	Sedan - Liability	Sport	"more than 69,000"	No	12462	7	400	4	more than 30	more than 30	2 to 4	7 years	31 to 35	Yes	No	External	more than 5	no change	1 vehicle	1996	Liability
Aug	2	Monday	Toyota	Urban	Tuesday	Aug	2	Male	Married	56	Policy Holder	Sedan - All Perils	Sedan	"less than 20,000"	No	12463	13	700	3	more than 30	more than 30	2 to 4	more than 7	51 to 65	No	No	External	none	no change	1 vehicle	1996	All Perils
Jun	3	Wednesday	Pontiac	Urban	Thursday	Jun	3	Male	Single	24	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	12464	5	400	4	more than 30	more than 30	none	5 years	26 to 30	No	No	External	none	no change	1 vehicle	1996	Collision
Apr	4	Saturday	Pontiac	Urban	Thursday	May	1	Male	Married	47	Policy Holder	Sedan - Collision	Sedan	"30,000 to 39,000"	No	12465	9	400	2	more than 30	more than 30	2 to 4	more than 7	41 to 50	No	No	External	3 to 5	no change	3 to 4	1996	Collision
Jan	2	Thursday	Pontiac	Urban	Friday	Jan	5	Female	Married	53	Policy Holder	Sedan - Collision	Sedan	"30,000 to 39,000"	No	12466	10	400	3	more than 30	more than 30	1	more than 7	41 to 50	No	No	External	more than 5	no change	1 vehicle	1996	Collision
Jan	1	Monday	Pontiac	Urban	Friday	Jan	4	Male	Married	41	Policy Holder	Sedan - Collision	Sedan	"less than 20,000"	No	12467	14	400	1	more than 30	more than 30	1	7 years	36 to 40	No	No	External	none	no change	1 vehicle	1996	Collision
Dec	4	Monday	Pontiac	Urban	Monday	Jan	1	Male	Single	35	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	12468	4	400	3	more than 30	more than 30	1	7 years	31 to 35	No	No	External	more than 5	1 year	1 vehicle	1996	Collision
Mar	1	Thursday	Pontiac	Urban	Thursday	Mar	1	Male	Married	39	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	12469	5	400	4	more than 30	more than 30	2 to 4	7 years	36 to 40	No	No	External	3 to 5	no change	1 vehicle	1996	Liability
Jul	1	Friday	Toyota	Urban	Friday	Jul	1	Male	Married	33	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	12470	4	400	3	more than 30	more than 30	more than 4	6 years	31 to 35	No	No	External	none	no change	1 vehicle	1996	Liability
Jul	1	Friday	Honda	Urban	Monday	Jul	1	Male	Single	52	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	12471	4	400	2	more than 30	more than 30	2 to 4	more than 7	41 to 50	No	No	External	1 to 2	no change	1 vehicle	1996	Collision
Jun	3	Friday	Honda	Urban	Tuesday	Jul	3	Male	Married	51	Policy Holder	Sedan - All Perils	Sedan	"more than 69,000"	No	12472	3	400	3	more than 30	more than 30	none	new	41 to 50	No	No	External	none	no change	1 vehicle	1996	All Perils
Jun	2	Tuesday	Pontiac	Urban	Tuesday	Jun	2	Female	Married	26	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	12473	12	400	3	more than 30	more than 30	more than 4	7 years	31 to 35	No	No	External	none	no change	1 vehicle	1996	Liability
Sep	2	Monday	Mazda	Rural	Monday	Sep	2	Male	Single	29	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	12474	2	400	4	more than 30	more than 30	2 to 4	6 years	31 to 35	No	No	External	none	no change	1 vehicle	1996	Liability
Jan	2	Sunday	Chevrolet	Urban	Thursday	Jan	2	Male	Married	53	Policy Holder	Sedan - Collision	Sedan	"30,000 to 39,000"	No	12475	12	400	1	more than 30	more than 30	none	7 years	41 to 50	No	No	External	more than 5	4 to 8 years	2 vehicles	1996	Collision
Feb	3	Tuesday	Pontiac	Urban	Thursday	Mar	1	Male	Single	49	Third Party	Utility - All Perils	Utility	"more than 69,000"	No	12476	9	400	4	more than 30	more than 30	more than 4	7 years	41 to 50	No	No	External	3 to 5	no change	1 vehicle	1996	All Perils
Mar	4	Tuesday	Saab	Urban	Tuesday	Apr	2	Male	Married	28	Policy Holder	Sedan - Collision	Sedan	"30,000 to 39,000"	No	12477	4	400	2	more than 30	more than 30	none	7 years	31 to 35	No	No	External	1 to 2	no change	1 vehicle	1996	Collision
Jun	1	Tuesday	Chevrolet	Urban	Thursday	Jun	2	Male	Married	52	Policy Holder	Sedan - Collision	Sedan	"30,000 to 39,000"	No	12478	2	400	3	more than 30	more than 30	2 to 4	more than 7	41 to 50	No	No	External	none	no change	1 vehicle	1996	Collision
May	3	Friday	Toyota	Urban	Tuesday	May	5	Male	Married	40	Third Party	Sedan - All Perils	Sedan	"less than 20,000"	No	12479	10	400	4	more than 30	more than 30	none	7 years	36 to 40	No	No	External	none	no change	1 vehicle	1996	All Perils
Jun	3	Monday	Toyota	Urban	Wednesday	Jul	3	Male	Single	64	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	12480	15	400	4	more than 30	more than 30	2 to 4	more than 7	51 to 65	No	No	External	none	no change	1 vehicle	1996	Liability
Oct	4	Friday	Mazda	Urban	Thursday	Nov	1	Male	Single	31	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	12481	9	400	1	more than 30	more than 30	1	7 years	31 to 35	No	No	External	3 to 5	no change	1 vehicle	1996	Collision
Oct	4	Monday	Pontiac	Rural	Monday	Oct	4	Male	Married	37	Policy Holder	Sedan - All Perils	Sedan	"20,000 to 29,000"	No	12482	12	400	4	more than 30	more than 30	none	6 years	36 to 40	No	No	External	3 to 5	no change	1 vehicle	1996	All Perils
Oct	2	Friday	Toyota	Urban	Thursday	Oct	3	Male	Married	26	Third Party	Sedan - All Perils	Sedan	"20,000 to 29,000"	No	12483	6	400	3	more than 30	more than 30	1	5 years	31 to 35	No	No	External	more than 5	no change	1 vehicle	1996	All Perils
May	4	Friday	Pontiac	Urban	Wednesday	May	5	Male	Single	27	Third Party	Sedan - Collision	Sedan	"20,000 to 29,000"	No	12484	15	400	2	more than 30	more than 30	1	6 years	31 to 35	No	No	External	more than 5	no change	1 vehicle	1996	Collision
Apr	2	Wednesday	Accura	Urban	Tuesday	May	2	Female	Single	44	Policy Holder	Sedan - All Perils	Sedan	"30,000 to 39,000"	No	12485	16	400	4	more than 30	more than 30	1	7 years	36 to 40	No	No	External	none	no change	1 vehicle	1996	All Perils
Mar	5	Wednesday	Toyota	Urban	Wednesday	Apr	1	Male	Married	54	Policy Holder	Sedan - Liability	Sport	"30,000 to 39,000"	No	12486	5	400	2	more than 30	more than 30	1	more than 7	41 to 50	No	No	External	3 to 5	no change	1 vehicle	1996	Liability
Mar	5	Wednesday	Honda	Urban	Monday	Apr	1	Male	Married	48	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	12487	13	400	3	more than 30	more than 30	more than 4	7 years	41 to 50	No	No	External	3 to 5	no change	1 vehicle	1996	Collision
Mar	5	Tuesday	Toyota	Urban	Thursday	Mar	5	Male	Married	37	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	12488	13	400	4	more than 30	more than 30	more than 4	7 years	36 to 40	No	No	External	none	no change	1 vehicle	1996	Liability
Mar	3	Monday	Toyota	Urban	Tuesday	Mar	4	Male	Married	71	Policy Holder	Sedan - All Perils	Sedan	"20,000 to 29,000"	No	12489	8	400	1	more than 30	more than 30	none	more than 7	over 65	No	No	External	more than 5	no change	1 vehicle	1996	All Perils
Mar	2	Friday	Toyota	Urban	Tuesday	Mar	3	Male	Single	35	Policy Holder	Sedan - Collision	Sedan	"30,000 to 39,000"	No	12490	8	400	4	more than 30	more than 30	2 to 4	6 years	31 to 35	No	No	External	more than 5	no change	1 vehicle	1996	Collision
Mar	2	Wednesday	Toyota	Urban	Friday	Mar	2	Female	Married	38	Third Party	Sedan - All Perils	Sedan	"more than 69,000"	No	12491	15	400	4	more than 30	more than 30	1	6 years	36 to 40	No	No	External	none	no change	1 vehicle	1996	All Perils
Mar	1	Friday	Pontiac	Urban	Tuesday	Mar	3	Male	Married	45	Third Party	Sedan - All Perils	Sedan	"20,000 to 29,000"	No	12492	6	400	2	more than 30	more than 30	2 to 4	more than 7	36 to 40	Yes	No	External	more than 5	no change	1 vehicle	1996	All Perils
Mar	1	Sunday	Accura	Urban	Thursday	Mar	2	Male	Married	52	Third Party	Sedan - All Perils	Sedan	"30,000 to 39,000"	No	12493	3	400	2	more than 30	more than 30	none	more than 7	41 to 50	No	No	External	none	no change	1 vehicle	1996	All Perils
Feb	5	Tuesday	Mazda	Urban	Wednesday	Mar	1	Female	Married	38	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	12494	14	400	1	more than 30	more than 30	none	4 years	36 to 40	No	No	External	none	no change	1 vehicle	1996	Collision
Feb	4	Saturday	Toyota	Urban	Monday	Mar	3	Male	Single	29	Policy Holder	Sedan - All Perils	Sedan	"20,000 to 29,000"	No	12495	4	400	1	more than 30	more than 30	none	6 years	31 to 35	No	No	External	1 to 2	no change	1 vehicle	1996	All Perils
Feb	4	Friday	Honda	Urban	Thursday	Mar	1	Male	Married	55	Policy Holder	Sedan - All Perils	Sedan	"20,000 to 29,000"	No	12496	7	500	4	more than 30	more than 30	none	7 years	41 to 50	No	No	External	1 to 2	2 to 3 years	2 vehicles	1996	All Perils
Oct	1	Monday	Honda	Urban	Thursday	Oct	2	Male	Married	30	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	12497	6	400	2	more than 30	more than 30	2 to 4	7 years	31 to 35	No	No	External	more than 5	no change	1 vehicle	1996	Collision
Jul	3	Saturday	Pontiac	Urban	Monday	Jul	3	Male	Married	30	Policy Holder	Sedan - Collision	Sedan	"30,000 to 39,000"	No	12498	13	400	3	more than 30	more than 30	2 to 4	7 years	31 to 35	No	No	External	3 to 5	no change	1 vehicle	1996	Collision
Jun	1	Monday	Toyota	Urban	Tuesday	Jun	2	Male	Single	26	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	12499	4	400	1	more than 30	more than 30	2 to 4	5 years	31 to 35	No	No	External	none	no change	1 vehicle	1996	Liability
May	2	Tuesday	Honda	Urban	Tuesday	May	3	Male	Married	36	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	12500	15	400	1	more than 30	more than 30	2 to 4	7 years	36 to 40	No	No	External	none	no change	1 vehicle	1996	Liability
May	2	Monday	Pontiac	Urban	Friday	May	2	Male	Married	48	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	12501	4	400	4	more than 30	more than 30	2 to 4	5 years	41 to 50	No	No	External	none	no change	1 vehicle	1996	Liability
Mar	4	Friday	Honda	Urban	Wednesday	Apr	2	Male	Married	28	Third Party	Sedan - All Perils	Sedan	"20,000 to 29,000"	No	12502	6	400	2	more than 30	more than 30	none	7 years	31 to 35	No	No	External	1 to 2	no change	1 vehicle	1996	All Perils
Mar	3	Sunday	Chevrolet	Urban	Monday	Mar	4	Male	Married	46	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	12503	16	400	1	more than 30	more than 30	2 to 4	7 years	41 to 50	No	No	External	none	no change	1 vehicle	1996	Collision
May	4	Friday	Mazda	Urban	Friday	May	4	Male	Single	35	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	Yes	12504	7	400	3	more than 30	more than 30	none	6 years	31 to 35	No	No	External	none	no change	1 vehicle	1996	Collision
Mar	3	Sunday	Toyota	Urban	Tuesday	Apr	3	Female	Married	48	Third Party	Sedan - All Perils	Sedan	"20,000 to 29,000"	No	12505	5	400	3	more than 30	more than 30	none	7 years	41 to 50	No	No	External	1 to 2	no change	1 vehicle	1996	All Perils
Mar	1	Wednesday	Mazda	Urban	Monday	Mar	2	Male	Married	49	Third Party	Sedan - Liability	Sport	"30,000 to 39,000"	No	12506	4	400	4	more than 30	more than 30	2 to 4	7 years	41 to 50	No	No	External	none	no change	3 to 4	1996	Liability
Mar	1	Tuesday	Pontiac	Urban	Tuesday	Mar	1	Male	Married	27	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	12507	5	400	4	more than 30	more than 30	more than 4	6 years	31 to 35	No	No	External	more than 5	no change	1 vehicle	1996	Collision
May	4	Friday	Honda	Urban	Tuesday	May	5	Male	Married	55	Third Party	Sport - Collision	Sport	"more than 69,000"	No	12508	7	400	4	more than 30	more than 30	1	more than 7	41 to 50	No	No	External	none	no change	1 vehicle	1996	Collision
Feb	3	Wednesday	Pontiac	Urban	Friday	Mar	1	Female	Married	27	Policy Holder	Sedan - Liability	Sport	"30,000 to 39,000"	No	12509	15	400	2	more than 30	more than 30	2 to 4	6 years	31 to 35	No	No	External	3 to 5	no change	1 vehicle	1996	Liability
Feb	1	Sunday	Pontiac	Urban	Tuesday	Feb	2	Male	Married	39	Policy Holder	Utility - All Perils	Utility	"more than 69,000"	No	12510	16	400	1	more than 30	more than 30	more than 4	7 years	36 to 40	No	No	External	1 to 2	no change	1 vehicle	1996	All Perils
Dec	3	Thursday	Mazda	Urban	Tuesday	Dec	3	Male	Married	40	Policy Holder	Sedan - Collision	Sedan	"30,000 to 39,000"	No	12511	15	400	2	more than 30	more than 30	none	7 years	36 to 40	No	No	External	more than 5	no change	1 vehicle	1996	Collision
Oct	3	Thursday	Pontiac	Urban	Wednesday	Oct	4	Male	Married	30	Policy Holder	Sedan - All Perils	Sedan	"less than 20,000"	No	12512	4	400	1	more than 30	more than 30	2 to 4	6 years	31 to 35	No	No	External	more than 5	no change	1 vehicle	1996	All Perils
Apr	3	Monday	Toyota	Urban	Monday	Apr	3	Male	Single	26	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	12513	13	400	4	more than 30	more than 30	2 to 4	6 years	31 to 35	No	No	External	none	no change	1 vehicle	1996	Collision
Apr	3	Tuesday	Pontiac	Urban	Tuesday	Apr	3	Male	Married	46	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	12514	4	400	3	more than 30	more than 30	2 to 4	more than 7	41 to 50	No	No	External	1 to 2	no change	1 vehicle	1996	Collision
Oct	2	Saturday	Chevrolet	Urban	Tuesday	Oct	3	Male	Married	47	Policy Holder	Sedan - Collision	Sedan	"30,000 to 39,000"	No	12515	16	400	1	more than 30	more than 30	none	more than 7	41 to 50	No	No	External	more than 5	no change	1 vehicle	1996	Collision
Aug	2	Wednesday	Porche	Urban	Friday	Aug	2	Male	Single	56	Policy Holder	Utility - Collision	Utility	"40,000 to 59,000"	No	12516	16	400	1	more than 30	more than 30	2 to 4	more than 7	51 to 65	No	No	External	3 to 5	no change	1 vehicle	1996	Collision
Dec	1	Friday	Toyota	Urban	Monday	Dec	1	Female	Single	28	Third Party	Sedan - Collision	Sedan	"less than 20,000"	No	12517	2	400	4	more than 30	more than 30	none	5 years	31 to 35	No	No	External	none	4 to 8 years	2 vehicles	1996	Collision
Nov	4	Monday	Pontiac	Urban	Tuesday	Nov	4	Male	Married	73	Policy Holder	Sedan - Collision	Sedan	"30,000 to 39,000"	No	12518	11	400	2	more than 30	more than 30	none	more than 7	over 65	No	No	External	none	no change	1 vehicle	1996	Collision
May	4	Saturday	Chevrolet	Urban	Wednesday	May	5	Male	Single	35	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	Yes	12519	9	400	3	more than 30	more than 30	1	6 years	31 to 35	No	No	External	none	no change	1 vehicle	1996	Collision
Jul	3	Wednesday	Chevrolet	Urban	Wednesday	Jul	4	Male	Married	43	Policy Holder	Sedan - All Perils	Sedan	"more than 69,000"	No	12520	3	400	2	more than 30	more than 30	none	7 years	36 to 40	No	No	External	none	no change	1 vehicle	1996	All Perils
Dec	5	Wednesday	Toyota	Urban	Monday	Jan	1	Male	Single	43	Policy Holder	Sedan - Liability	Sport	"30,000 to 39,000"	No	12521	1	400	2	more than 30	more than 30	2 to 4	7 years	36 to 40	No	No	External	none	no change	1 vehicle	1996	Liability
Jan	5	Monday	Mazda	Urban	Tuesday	Apr	1	Male	Married	42	Policy Holder	Sedan - All Perils	Sedan	"more than 69,000"	No	12522	13	400	3	more than 30	more than 30	2 to 4	7 years	36 to 40	No	No	External	none	no change	1 vehicle	1996	All Perils
Feb	4	Monday	Honda	Urban	Tuesday	Feb	4	Male	Married	36	Policy Holder	Sedan - Collision	Sedan	"30,000 to 39,000"	No	12523	8	400	1	more than 30	more than 30	none	7 years	36 to 40	No	No	External	none	no change	1 vehicle	1996	Collision
Mar	2	Sunday	Honda	Urban	Thursday	Mar	3	Female	Single	30	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	12524	10	400	3	more than 30	more than 30	more than 4	5 years	31 to 35	No	No	External	none	no change	1 vehicle	1996	Collision
Mar	3	Tuesday	VW	Rural	Tuesday	Mar	3	Male	Married	54	Policy Holder	Sedan - Liability	Sport	"40,000 to 59,000"	No	12525	7	700	4	more than 30	more than 30	none	more than 7	41 to 50	No	No	External	more than 5	no change	1 vehicle	1996	Liability
Apr	3	Wednesday	Pontiac	Urban	Tuesday	Apr	4	Male	Married	39	Policy Holder	Sedan - All Perils	Sedan	"20,000 to 29,000"	No	12526	7	400	3	more than 30	more than 30	2 to 4	7 years	36 to 40	No	No	External	1 to 2	no change	1 vehicle	1996	All Perils
May	2	Wednesday	Honda	Urban	Wednesday	May	2	Male	Married	26	Policy Holder	Sedan - Liability	Sport	"30,000 to 39,000"	No	12527	11	400	1	more than 30	more than 30	more than 4	7 years	31 to 35	No	No	External	none	no change	1 vehicle	1996	Liability
May	3	Thursday	Mazda	Urban	Friday	May	3	Male	Single	38	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	12528	4	400	3	more than 30	more than 30	none	7 years	36 to 40	No	No	External	none	no change	1 vehicle	1996	Collision
May	3	Friday	Pontiac	Urban	Tuesday	May	5	Male	Single	23	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	12529	14	400	3	more than 30	more than 30	none	5 years	26 to 30	No	No	External	none	no change	1 vehicle	1996	Collision
May	4	Saturday	Honda	Rural	Monday	May	5	Male	Married	45	Policy Holder	Sedan - All Perils	Sedan	"less than 20,000"	Yes	12530	8	400	4	more than 30	more than 30	none	6 years	36 to 40	No	No	External	none	no change	1 vehicle	1996	All Perils
Jun	1	Wednesday	Chevrolet	Urban	Wednesday	Jun	3	Male	Single	28	Policy Holder	Utility - All Perils	Utility	"more than 69,000"	No	12531	8	400	2	more than 30	more than 30	more than 4	5 years	31 to 35	No	No	External	none	no change	1 vehicle	1996	All Perils
